"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"State Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count	Population	Age-Adjusted Rate	Crude Rate
	"Thyroid"	"32010"	"New Mexico"	"35"	"Female"	"F"	"White"	"2106-3"	2132	10877698	19.0	19.6
	"Thyroid"	"32010"	"New Mexico"	"35"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	189687	Suppressed	Suppressed
	"Thyroid"	"32010"	"New Mexico"	"35"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	347185	Suppressed	Suppressed
	"Thyroid"	"32010"	"New Mexico"	"35"	"Male"	"M"	"White"	"2106-3"	659	10597090	6.1	6.2
	"Thyroid"	"32010"	"New York"	"36"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1990	9108427	21.3	21.8
	"Thyroid"	"32010"	"New York"	"36"	"Female"	"F"	"Black or African American"	"2054-5"	2421	24258276	10.1	10.0
	"Thyroid"	"32010"	"New York"	"36"	"Female"	"F"	"White"	"2106-3"	20586	94364683	20.6	21.8
	"Thyroid"	"32010"	"New York"	"36"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	548	8673264	6.6	6.3
	"Thyroid"	"32010"	"New York"	"36"	"Male"	"M"	"Black or African American"	"2054-5"	539	20892887	3.2	2.6
	"Thyroid"	"32010"	"New York"	"36"	"Male"	"M"	"White"	"2106-3"	6921	89777107	7.3	7.7
	"Thyroid"	"32010"	"North Carolina"	"37"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	185	1242210	17.3	14.9
	"Thyroid"	"32010"	"North Carolina"	"37"	"Female"	"F"	"Black or African American"	"2054-5"	1285	13518589	9.9	9.5
	"Thyroid"	"32010"	"North Carolina"	"37"	"Female"	"F"	"White"	"2106-3"	6476	42853802	14.2	15.1
	"Thyroid"	"32010"	"North Carolina"	"37"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	35	1163510	4.4	3.0
	"Thyroid"	"32010"	"North Carolina"	"37"	"Male"	"M"	"Black or African American"	"2054-5"	279	11972220	2.8	2.3
	"Thyroid"	"32010"	"North Carolina"	"37"	"Male"	"M"	"White"	"2106-3"	2274	41793060	5.2	5.4
	"Thyroid"	"32010"	"North Dakota"	"38"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	37895	Suppressed	Suppressed
	"Thyroid"	"32010"	"North Dakota"	"38"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	38890	Suppressed	Suppressed
	"Thyroid"	"32010"	"North Dakota"	"38"	"Female"	"F"	"White"	"2106-3"	601	3602391	16.1	16.7
	"Thyroid"	"32010"	"North Dakota"	"38"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	36539	Suppressed	Suppressed
	"Thyroid"	"32010"	"North Dakota"	"38"	"Male"	"M"	"Black or African American"	"2054-5"	0	54700	0.0	0.0
	"Thyroid"	"32010"	"North Dakota"	"38"	"Male"	"M"	"White"	"2106-3"	179	3635549	4.7	4.9
	"Thyroid"	"32010"	"Ohio"	"39"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	139	1249202	11.5	11.1
	"Thyroid"	"32010"	"Ohio"	"39"	"Female"	"F"	"Black or African American"	"2054-5"	861	9811825	9.5	8.8
	"Thyroid"	"32010"	"Ohio"	"39"	"Female"	"F"	"White"	"2106-3"	9793	65102464	14.4	15.0
	"Thyroid"	"32010"	"Ohio"	"39"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	32	1168898	2.9	2.7
	"Thyroid"	"32010"	"Ohio"	"39"	"Male"	"M"	"Black or African American"	"2054-5"	200	8918410	2.9	2.2
	"Thyroid"	"32010"	"Ohio"	"39"	"Male"	"M"	"White"	"2106-3"	3120	62240563	4.8	5.0
	"Thyroid"	"32010"	"Oklahoma"	"40"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	44	449372	11.2	9.8
	"Thyroid"	"32010"	"Oklahoma"	"40"	"Female"	"F"	"Black or African American"	"2054-5"	121	1949626	7.3	6.2
	"Thyroid"	"32010"	"Oklahoma"	"40"	"Female"	"F"	"White"	"2106-3"	2228	18897790	11.3	11.8
	"Thyroid"	"32010"	"Oklahoma"	"40"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	417817	Suppressed	Suppressed
	"Thyroid"	"32010"	"Oklahoma"	"40"	"Male"	"M"	"Black or African American"	"2054-5"	34	1918361	2.7	1.8
	"Thyroid"	"32010"	"Oklahoma"	"40"	"Male"	"M"	"White"	"2106-3"	745	18426252	3.9	4.0
	"Thyroid"	"32010"	"Oregon"	"41"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	127	1042873	13.0	12.2
	"Thyroid"	"32010"	"Oregon"	"41"	"Female"	"F"	"Black or African American"	"2054-5"	34	495785	8.9	6.9
	"Thyroid"	"32010"	"Oregon"	"41"	"Female"	"F"	"White"	"2106-3"	3110	21840826	13.7	14.2
	"Thyroid"	"32010"	"Oregon"	"41"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	38	930425	4.9	4.1
	"Thyroid"	"32010"	"Oregon"	"41"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	564062	Suppressed	Suppressed
	"Thyroid"	"32010"	"Oregon"	"41"	"Male"	"M"	"White"	"2106-3"	1089	21445804	4.8	5.1
	"Thyroid"	"32010"	"Pennsylvania"	"42"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	383	2083978	19.8	18.4
	"Thyroid"	"32010"	"Pennsylvania"	"42"	"Female"	"F"	"Black or African American"	"2054-5"	1430	9540248	15.9	15.0
	"Thyroid"	"32010"	"Pennsylvania"	"42"	"Female"	"F"	"White"	"2106-3"	17597	71632280	23.1	24.6
	"Thyroid"	"32010"	"Pennsylvania"	"42"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	94	1981412	5.5	4.7
	"Thyroid"	"32010"	"Pennsylvania"	"42"	"Male"	"M"	"Black or African American"	"2054-5"	313	8660896	4.6	3.6
	"Thyroid"	"32010"	"Pennsylvania"	"42"	"Male"	"M"	"White"	"2106-3"	5585	67866470	7.5	8.2
	"Thyroid"	"32010"	"Rhode Island"	"44"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	35	218164	17.4	16.0
	"Thyroid"	"32010"	"Rhode Island"	"44"	"Female"	"F"	"Black or African American"	"2054-5"	68	497568	16.8	13.7
	"Thyroid"	"32010"	"Rhode Island"	"44"	"Female"	"F"	"White"	"2106-3"	1445	6353945	21.7	22.7
	"Thyroid"	"32010"	"Rhode Island"	"44"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	200331	Suppressed	Suppressed
	"Thyroid"	"32010"	"Rhode Island"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	17	488001	6.1	3.5
	"Thyroid"	"32010"	"Rhode Island"	"44"	"Male"	"M"	"White"	"2106-3"	465	5889929	7.4	7.9
	"Thyroid"	"32010"	"South Carolina"	"45"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	383320	Suppressed	Suppressed
	"Thyroid"	"32010"	"South Carolina"	"45"	"Female"	"F"	"Black or African American"	"2054-5"	720	8719044	8.7	8.3
	"Thyroid"	"32010"	"South Carolina"	"45"	"Female"	"F"	"White"	"2106-3"	2788	19550032	13.2	14.3
	"Thyroid"	"32010"	"South Carolina"	"45"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	347200	Suppressed	Suppressed
	"Thyroid"	"32010"	"South Carolina"	"45"	"Male"	"M"	"Black or African American"	"2054-5"	142	7713239	2.2	1.8
	"Thyroid"	"32010"	"South Carolina"	"45"	"Male"	"M"	"White"	"2106-3"	927	19047574	4.5	4.9
	"Thyroid"	"32010"	"South Dakota"	"46"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	42287	Suppressed	Suppressed
	"Thyroid"	"32010"	"South Dakota"	"46"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	47348	Suppressed	Suppressed
	"Thyroid"	"32010"	"South Dakota"	"46"	"Female"	"F"	"White"	"2106-3"	631	3842520	16.1	16.4
	"Thyroid"	"32010"	"South Dakota"	"46"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	38890	Suppressed	Suppressed
	"Thyroid"	"32010"	"South Dakota"	"46"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	67798	Suppressed	Suppressed
	"Thyroid"	"32010"	"South Dakota"	"46"	"Male"	"M"	"White"	"2106-3"	197	3816061	4.9	5.2
	"Thyroid"	"32010"	"Tennessee"	"47"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	52	405867	13.9	12.8
	"Thyroid"	"32010"	"Tennessee"	"47"	"Female"	"F"	"Black or African American"	"2054-5"	417	4500918	9.9	9.3
	"Thyroid"	"32010"	"Tennessee"	"47"	"Female"	"F"	"White"	"2106-3"	3965	20350537	18.2	19.5
	"Thyroid"	"32010"	"Tennessee"	"47"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	16	371888	5.5	4.3
	"Thyroid"	"32010"	"Tennessee"	"47"	"Male"	"M"	"Black or African American"	"2054-5"	86	4022793	2.6	2.1
	"Thyroid"	"32010"	"Tennessee"	"47"	"Male"	"M"	"White"	"2106-3"	1408	19620058	6.7	7.2
	"Thyroid"	"32010"	"Texas"	"48"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	704	5709736	12.9	12.3
	"Thyroid"	"32010"	"Texas"	"48"	"Female"	"F"	"Black or African American"	"2054-5"	1533	18930941	8.9	8.1
	"Thyroid"	"32010"	"Texas"	"48"	"Female"	"F"	"White"	"2106-3"	18251	124597860	14.9	14.6
	"Thyroid"	"32010"	"Texas"	"48"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	166	5496184	4.0	3.0
	"Thyroid"	"32010"	"Texas"	"48"	"Male"	"M"	"Black or African American"	"2054-5"	392	17672800	3.0	2.2
	"Thyroid"	"32010"	"Texas"	"48"	"Male"	"M"	"White"	"2106-3"	6182	123786510	5.5	5.0
	"Thyroid"	"32010"	"Utah"	"49"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	59	509711	13.7	11.6
	"Thyroid"	"32010"	"Utah"	"49"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	184856	Suppressed	Suppressed
	"Thyroid"	"32010"	"Utah"	"49"	"Female"	"F"	"White"	"2106-3"	2890	15180034	21.4	19.0
	"Thyroid"	"32010"	"Utah"	"49"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	16	483697	4.3	3.3
	"Thyroid"	"32010"	"Utah"	"49"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	235104	Suppressed	Suppressed
	"Thyroid"	"32010"	"Utah"	"49"	"Male"	"M"	"White"	"2106-3"	854	15272989	6.8	5.6
	"Thyroid"	"32010"	"Vermont"	"50"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	52895	Suppressed	Suppressed
	"Thyroid"	"32010"	"Vermont"	"50"	"Female"	"F"	"Black or African American"	"2054-5"	0	36846	0.0	0.0
	"Thyroid"	"32010"	"Vermont"	"50"	"Female"	"F"	"White"	"2106-3"	683	3981674	16.3	17.2
	"Thyroid"	"32010"	"Vermont"	"50"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	43614	Suppressed	Suppressed
	"Thyroid"	"32010"	"Vermont"	"50"	"Male"	"M"	"Black or African American"	"2054-5"	0	45600	0.0	0.0
	"Thyroid"	"32010"	"Vermont"	"50"	"Male"	"M"	"White"	"2106-3"	215	3849478	5.3	5.6
	"Thyroid"	"32010"	"Virginia"	"51"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	391	2049031	18.6	19.1
	"Thyroid"	"32010"	"Virginia"	"51"	"Female"	"F"	"Black or African American"	"2054-5"	746	7437235	10.2	10.0
	"Thyroid"	"32010"	"Virginia"	"51"	"Female"	"F"	"White"	"2106-3"	4286	25869681	15.5	16.6
	"Thyroid"	"32010"	"Virginia"	"51"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	79	1862911	5.3	4.2
	"Thyroid"	"32010"	"Virginia"	"51"	"Male"	"M"	"Black or African American"	"2054-5"	161	6804050	2.7	2.4
	"Thyroid"	"32010"	"Virginia"	"51"	"Male"	"M"	"White"	"2106-3"	1486	25350854	5.5	5.9
	"Thyroid"	"32010"	"Washington"	"53"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	594	3368532	17.7	17.6
	"Thyroid"	"32010"	"Washington"	"53"	"Female"	"F"	"Black or African American"	"2054-5"	145	1642644	10.8	8.8
	"Thyroid"	"32010"	"Washington"	"53"	"Female"	"F"	"White"	"2106-3"	5774	35294820	15.7	16.4
	"Thyroid"	"32010"	"Washington"	"53"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	111	2971798	4.3	3.7
	"Thyroid"	"32010"	"Washington"	"53"	"Male"	"M"	"Black or African American"	"2054-5"	40	1865321	3.3	2.1
	"Thyroid"	"32010"	"Washington"	"53"	"Male"	"M"	"White"	"2106-3"	2008	35136796	5.6	5.7
	"Thyroid"	"32010"	"West Virginia"	"54"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	20	84296	22.0	23.7
	"Thyroid"	"32010"	"West Virginia"	"54"	"Female"	"F"	"Black or African American"	"2054-5"	41	407105	10.2	10.1
	"Thyroid"	"32010"	"West Virginia"	"54"	"Female"	"F"	"White"	"2106-3"	1940	11588707	15.4	16.7
	"Thyroid"	"32010"	"West Virginia"	"54"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	78570	Suppressed	Suppressed
	"Thyroid"	"32010"	"West Virginia"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	445284	Suppressed	Suppressed
	"Thyroid"	"32010"	"West Virginia"	"54"	"Male"	"M"	"White"	"2106-3"	631	11079503	5.1	5.7
	"Thyroid"	"32010"	"Wisconsin"	"55"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	77	795144	12.8	9.7
	"Thyroid"	"32010"	"Wisconsin"	"55"	"Female"	"F"	"Black or African American"	"2054-5"	157	2393258	8.4	6.6
	"Thyroid"	"32010"	"Wisconsin"	"55"	"Female"	"F"	"White"	"2106-3"	4781	32753416	14.1	14.6
	"Thyroid"	"32010"	"Wisconsin"	"55"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	25	772473	4.9	3.2
	"Thyroid"	"32010"	"Wisconsin"	"55"	"Male"	"M"	"Black or African American"	"2054-5"	50	2284836	3.3	2.2
	"Thyroid"	"32010"	"Wisconsin"	"55"	"Male"	"M"	"White"	"2106-3"	1657	32217093	4.9	5.1
	"Thyroid"	"32010"	"Wyoming"	"56"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	33023	Suppressed	Suppressed
	"Thyroid"	"32010"	"Wyoming"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	33155	Suppressed	Suppressed
	"Thyroid"	"32010"	"Wyoming"	"56"	"Female"	"F"	"White"	"2106-3"	582	3198299	17.8	18.2
	"Thyroid"	"32010"	"Wyoming"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	26288	Suppressed	Suppressed
	"Thyroid"	"32010"	"Wyoming"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	43802	Suppressed	Suppressed
	"Thyroid"	"32010"	"Wyoming"	"56"	"Male"	"M"	"White"	"2106-3"	167	3286940	4.8	5.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Alabama"	"01"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	320483	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Alabama"	"01"	"Female"	"F"	"Black or African American"	"2054-5"	381	7866002	5.4	4.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Alabama"	"01"	"Female"	"F"	"White"	"2106-3"	2184	20181987	8.2	10.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Alabama"	"01"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	298622	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Alabama"	"01"	"Male"	"M"	"Black or African American"	"2054-5"	710	6843834	16.2	10.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Alabama"	"01"	"Male"	"M"	"White"	"2106-3"	7251	19486260	35.9	37.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Alaska"	"02"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	281548	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Alaska"	"02"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	177009	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Alaska"	"02"	"Female"	"F"	"White"	"2106-3"	232	2987209	10.5	7.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Alaska"	"02"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	17	255851	13.6	6.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Alaska"	"02"	"Male"	"M"	"Black or African American"	"2054-5"	16	201330	28.7	7.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Alaska"	"02"	"Male"	"M"	"White"	"2106-3"	935	3297822	44.5	28.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Arizona"	"04"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	25	1165180	3.5	2.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Arizona"	"04"	"Female"	"F"	"Black or African American"	"2054-5"	63	1548071	7.1	4.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Arizona"	"04"	"Female"	"F"	"White"	"2106-3"	3593	33111269	8.9	10.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Arizona"	"04"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	52	1054658	11.0	4.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Arizona"	"04"	"Male"	"M"	"Black or African American"	"2054-5"	107	1683233	14.1	6.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Arizona"	"04"	"Male"	"M"	"White"	"2106-3"	11826	32852345	35.7	36.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Arkansas"	"05"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	201219	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Arkansas"	"05"	"Female"	"F"	"Black or African American"	"2054-5"	121	2369184	6.2	5.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Arkansas"	"05"	"Female"	"F"	"White"	"2106-3"	1339	11702933	8.6	11.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Arkansas"	"05"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	184781	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Arkansas"	"05"	"Male"	"M"	"Black or African American"	"2054-5"	178	2140382	14.0	8.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Arkansas"	"05"	"Male"	"M"	"White"	"2106-3"	4384	11395424	35.9	38.5
	"Urinary Bladder, invasive and in situ"	"29010"	"California"	"06"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	1107	33023849	3.8	3.4
	"Urinary Bladder, invasive and in situ"	"29010"	"California"	"06"	"Female"	"F"	"Black or African American"	"2054-5"	988	17285540	7.3	5.7
	"Urinary Bladder, invasive and in situ"	"29010"	"California"	"06"	"Female"	"F"	"White"	"2106-3"	17017	179093638	8.9	9.5
	"Urinary Bladder, invasive and in situ"	"29010"	"California"	"06"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	3454	30349252	15.7	11.4
	"Urinary Bladder, invasive and in situ"	"29010"	"California"	"06"	"Male"	"M"	"Black or African American"	"2054-5"	2193	16750683	21.9	13.1
	"Urinary Bladder, invasive and in situ"	"29010"	"California"	"06"	"Male"	"M"	"White"	"2106-3"	54772	180118309	37.4	30.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Colorado"	"08"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	16	989465	2.3	1.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Colorado"	"08"	"Female"	"F"	"Black or African American"	"2054-5"	47	1344573	5.9	3.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Colorado"	"08"	"Female"	"F"	"White"	"2106-3"	2438	27437536	8.8	8.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Colorado"	"08"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	41	869388	11.9	4.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Colorado"	"08"	"Male"	"M"	"Black or African American"	"2054-5"	135	1463809	19.6	9.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Colorado"	"08"	"Male"	"M"	"White"	"2106-3"	7463	27691573	34.1	27.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Connecticut"	"09"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	19	818243	5.1	2.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Connecticut"	"09"	"Female"	"F"	"Black or African American"	"2054-5"	144	2600498	7.8	5.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Connecticut"	"09"	"Female"	"F"	"White"	"2106-3"	3493	19869290	12.9	17.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Connecticut"	"09"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	35	786212	10.1	4.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Connecticut"	"09"	"Male"	"M"	"Black or African American"	"2054-5"	245	2370109	19.2	10.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Connecticut"	"09"	"Male"	"M"	"White"	"2106-3"	9661	18836257	48.5	51.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Delaware"	"10"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	169669	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Delaware"	"10"	"Female"	"F"	"Black or African American"	"2054-5"	66	1243727	7.3	5.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Delaware"	"10"	"Female"	"F"	"White"	"2106-3"	677	4204706	12.0	16.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Delaware"	"10"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	158200	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Delaware"	"10"	"Male"	"M"	"Black or African American"	"2054-5"	155	1117794	23.0	13.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Delaware"	"10"	"Male"	"M"	"White"	"2106-3"	1966	4013576	44.9	49.0
	"Urinary Bladder, invasive and in situ"	"29010"	"District of Columbia"	"11"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	129268	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"District of Columbia"	"11"	"Female"	"F"	"Black or African American"	"2054-5"	224	1985307	8.9	11.3
	"Urinary Bladder, invasive and in situ"	"29010"	"District of Columbia"	"11"	"Female"	"F"	"White"	"2106-3"	100	1239751	9.3	8.1
	"Urinary Bladder, invasive and in situ"	"29010"	"District of Columbia"	"11"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	100183	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"District of Columbia"	"11"	"Male"	"M"	"Black or African American"	"2054-5"	334	1652044	21.8	20.2
	"Urinary Bladder, invasive and in situ"	"29010"	"District of Columbia"	"11"	"Male"	"M"	"White"	"2106-3"	262	1244686	28.5	21.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Florida"	"12"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	62	3029035	3.2	2.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Florida"	"12"	"Female"	"F"	"Black or African American"	"2054-5"	796	19240263	5.7	4.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Florida"	"12"	"Female"	"F"	"White"	"2106-3"	14765	94168990	9.9	15.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Florida"	"12"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	157	2659377	10.7	5.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Florida"	"12"	"Male"	"M"	"Black or African American"	"2054-5"	1556	17861137	16.0	8.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Florida"	"12"	"Male"	"M"	"White"	"2106-3"	47941	90701923	39.7	52.9
	"Urinary Bladder, invasive and in situ"	"29010"	"Georgia"	"13"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	36	1830996	4.5	2.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Georgia"	"13"	"Female"	"F"	"Black or African American"	"2054-5"	816	18818616	6.4	4.3
	"Urinary Bladder, invasive and in situ"	"29010"	"Georgia"	"13"	"Female"	"F"	"White"	"2106-3"	3729	38589303	8.8	9.7
	"Urinary Bladder, invasive and in situ"	"29010"	"Georgia"	"13"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	116	1748288	15.8	6.6
	"Urinary Bladder, invasive and in situ"	"29010"	"Georgia"	"13"	"Male"	"M"	"Black or African American"	"2054-5"	1543	16705197	18.9	9.2
	"Urinary Bladder, invasive and in situ"	"29010"	"Georgia"	"13"	"Male"	"M"	"White"	"2106-3"	12084	38427644	37.7	31.4
	"Urinary Bladder, invasive and in situ"	"29010"	"Hawaii"	"15"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	376	6236232	4.8	6.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Hawaii"	"15"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed	179818	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Hawaii"	"15"	"Female"	"F"	"White"	"2106-3"	230	1903357	9.6	12.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Hawaii"	"15"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	1108	5903372	18.7	18.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Hawaii"	"15"	"Male"	"M"	"Black or African American"	"2054-5"	18	252999	21.5	7.1
	"Urinary Bladder, invasive and in situ"	"29010"	"Hawaii"	"15"	"Male"	"M"	"White"	"2106-3"	901	2207496	40.1	40.8
	"Urinary Bladder, invasive and in situ"	"29010"	"Idaho"	"16"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	143664	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Idaho"	"16"	"Female"	"F"	"Black or African American"	"2054-5"	0	66305	0.0	0.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Idaho"	"16"	"Female"	"F"	"White"	"2106-3"	846	8921871	8.9	9.5
	"Urinary Bladder, invasive and in situ"	"29010"	"Idaho"	"16"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed	125045	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Idaho"	"16"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed	85193	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Idaho"	"16"	"Male"	"M"	"White"	"2106-3"	3046	8969713	38.6	34.0
	"Urinary Bladder, invasive and in situ"	"29010"	"Illinois"	"17"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed	3710831	Suppressed	Suppressed
	"Urinary Bladder, invasive and in situ"	"29010"	"Illinois"	"17"	"Female"	"F"	"Black or African American"	"2054-5"	899	13438855	8.1	6.7
